,AA,CC,Id,Ti,Y,authors,error,json,logprob,paper
33,"[{'AfId': 45129253, 'AuN': 'ricardo silva', 'AfN': 'university college london', 'AuId': 2117499156}, {'AfId': 40120149, 'AuN': 'robin j evans', 'AfN': 'university of oxford', 'AuId': 2279520417}]",4.0,2121153869.0,causal inference through a witness protection program,2016.0,"['Ricardo Silva', 'Robin Evans']",,,-20.44,Causal Inference through a Witness Protection Program
34,"[{'AfId': 103163165, 'AuN': 'margareta ackerman', 'AfN': 'florida state university', 'AuId': 2130881427}, {'AfId': 36258959, 'AuN': 'sanjoy dasgupta', 'AfN': 'university of california san diego', 'AuId': 2472035779}]",14.0,2170740664.0,incremental clustering the case for extra clusters,2014.0,"['Margareta Ackerman', 'Sanjoy Dasgupta']",,,-20.294,Incremental Clustering: The Case for Extra Clusters
35,"[{'AfId': 923382979, 'AuN': 'firdaus janoos', 'AfN': 'exxonmobil', 'AuId': 381273065}, {'AfId': 923382979, 'AuN': 'huseyin denli', 'AfN': 'exxonmobil', 'AuId': 2769174006}, {'AfId': 923382979, 'AuN': 'niranjan a subrahmanya', 'AfN': 'exxonmobil', 'AuId': 1707479817}]",5.0,2114660177.0,multi scale graphical models for spatio temporal processes,2014.0,"['firdaus janoos', 'Huseyin Denli', 'Niranjan Subrahmanya']",,,-20.895,Multi-scale Graphical Models for Spatio-Temporal Processes
36,"[{'AfId': 9927081, 'AuN': 'tapani raiko', 'AfN': 'aalto university', 'AuId': 344142627}, {'AfId': 70931966, 'AuN': 'yao li', 'AfN': 'universite de montreal', 'AuId': 2614142934}, {'AfId': 70931966, 'AuN': 'kyunghyun cho', 'AfN': 'universite de montreal', 'AuId': 2462121670}, {'AfId': 70931966, 'AuN': 'yoshua bengio', 'AfN': 'universite de montreal', 'AuId': 161269817}]",18.0,2167348665.0,iterative neural autoregressive distribution estimator nade k,2014.0,"['Tapani Raiko', 'Yao Li', 'Kyunghyun Cho', 'Yoshua Bengio']",,,-19.564,Iterative Neural Autoregressive Distribution Estimator NADE-k
37,"[{'AfId': 97018004, 'AuN': 'yash deshpande', 'AfN': 'stanford university', 'AuId': 2039630069}, {'AfId': 97018004, 'AuN': 'andrea montanari', 'AfN': 'stanford university', 'AuId': 2338117446}]",25.0,2160752433.0,sparse pca via covariance thresholding,2014.0,"['Yash Deshpande', 'Andrea Montanari']",,,-19.803,Sparse PCA via Covariance Thresholding
38,"[{'AfId': 149899117, 'AuN': 'evan archer', 'AfN': 'max planck society', 'AuId': 2141377524}, {'AfId': 95457486, 'AuN': 'urs koster', 'AfN': 'university of california berkeley', 'AuId': 2026484919}, {'AfId': 20089843, 'AuN': 'jonathan w pillow', 'AfN': 'princeton university', 'AuId': 2109349986}, {'AfId': 149899117, 'AuN': 'jakob h macke', 'AfN': 'max planck society', 'AuId': 2072220704}]",17.0,2105522354.0,low dimensional models of neural population activity in sensory cortical circuits,2014.0,"['Evan W. Archer', 'Urs Koster', 'Jonathan W. Pillow', 'Jakob H. Macke']",,,-20.222,Low-dimensional models of neural population activity in sensory cortical circuits
39,"[{'AfId': 25254941, 'AuN': 'yuanyuan mi', 'AfN': 'beijing normal university', 'AuId': 2701508039}, {'AfId': 25254941, 'AuN': 'luozheng li', 'AfN': 'beijing normal university', 'AuId': 2519323498}, {'AfId': 25254941, 'AuN': 'dahui wang', 'AfN': 'beijing normal university', 'AuId': 2711226988}, {'AfId': 144112489, 'AuN': 'si wu', 'AfN': 'mcgovern institute for brain research', 'AuId': 2559362001}]",2.0,2113972484.0,a synaptical story of persistent activity with graded lifetime in a neural system,2014.0,"['Yuanyuan Mi', 'Luozheng Li', 'Dahui Wang', 'Si Wu']",,,-21.529,A Synaptical Story of Persistent Activity with Graded Lifetime in a Neural System
40,"[{'AfId': 86519309, 'AuN': 'harsh h pareek', 'AfN': 'university of texas at austin', 'AuId': 2004947036}, {'AfId': 86519309, 'AuN': 'pradeep ravikumar', 'AfN': 'university of texas at austin', 'AuId': 2409260842}]",5.0,2149007912.0,a representation theory for ranking functions,2014.0,"['Harsh H. Pareek', 'Pradeep K. Ravikumar']",,,-20.63,A Representation Theory for Ranking Functions
41,"[{'AfId': 52170813, 'AuN': 'leead gottlieb', 'AfN': 'ariel university', 'AuId': 2121806443}, {'AfId': 124227911, 'AuN': 'aryeh kontorovich', 'AfN': 'ben gurion university of the negev', 'AuId': 2117105010}, {'AfId': 16391192, 'AuN': 'pinhas nisnevitch', 'AfN': 'tel aviv university', 'AuId': 2562639649}]",0.0,2795582087.0,near optimal sample compression for nearest neighbors,2018.0,"['Lee-Ad Gottlieb', 'Aryeh Kontorovich', 'Pinhas Nisnevitch']",,,-20.394,Near-optimal sample compression for nearest neighbors
42,"[{'AfId': 177725633, 'AuN': 'shouyuan chen', 'AfN': 'the chinese university of hong kong', 'AuId': 2107138459}, {'AfId': 99065089, 'AuN': 'tian lin', 'AfN': 'tsinghua university', 'AuId': 2122568511}, {'AfId': 177725633, 'AuN': 'irwin king', 'AfN': 'the chinese university of hong kong', 'AuId': 2121363826}, {'AfId': 177725633, 'AuN': 'michael r lyu', 'AfN': 'the chinese university of hong kong', 'AuId': 2227744130}, {'AfId': 1290206253, 'AuN': 'wei chen', 'AfN': 'microsoft', 'AuId': 2527738285}]",37.0,2097955668.0,combinatorial pure exploration of multi armed bandits,2014.0,"['Shouyuan Chen', 'Tian Lin', 'Irwin King', 'Michael R. Lyu', 'Wei Chen']",,,-19.139,Combinatorial Pure Exploration of Multi-Armed Bandits
43,"[{'AfId': 30771326, 'AuN': 'minh ha quang', 'AfN': 'istituto italiano di tecnologia', 'AuId': 2515701398}, {'AfId': 30771326, 'AuN': 'marco san biagio', 'AfN': 'istituto italiano di tecnologia', 'AuId': 2133943987}, {'AfId': 30771326, 'AuN': 'vittorio murino', 'AfN': 'istituto italiano di tecnologia', 'AuId': 5273470}]",11.0,2142007061.0,log hilbert schmidt metric between positive definite operators on hilbert spaces,2014.0,"['Minh Ha Quang', 'Marco San Biagio', 'Vittorio Murino']",,,-20.67,Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces
44,"[{'AfId': 59270414, 'AuN': 'debarghya ghoshdastidar', 'AfN': 'indian institute of science', 'AuId': 2074073551}, {'AfId': 59270414, 'AuN': 'ambedkar dukkipati', 'AfN': 'indian institute of science', 'AuId': 1991264346}]",11.0,2139674506.0,consistency of spectral partitioning of uniform hypergraphs under planted partition model,2014.0,"['Debarghya Ghoshdastidar', 'Ambedkar Dukkipati']",,,-20.692,Consistency of Spectral Partitioning of Uniform Hypergraphs under Planted Partition Model
45,"[{'AfId': 29607241, 'AuN': 'alaa saade', 'AfN': 'ecole normale superieure', 'AuId': 1896749971}, {'AfId': 29607241, 'AuN': 'florent krzakala', 'AfN': 'ecole normale superieure', 'AuId': 70353859}, {'AfId': 1294671590, 'AuN': 'lenka zdeborova', 'AfN': 'centre national de la recherche scientifique', 'AuId': 199783284}]",30.0,2130707516.0,spectral clustering of graphs with the bethe hessian,2014.0,"['Alaa Saade', 'Florent Krzakala', 'Lenka Zdeborová']",,,-19.826,Spectral Clustering of graphs with the Bethe Hessian
46,"[{'AfId': 35440088, 'AuN': 'brian mcwilliams', 'AfN': 'eth zurich', 'AuId': 2171258051}, {'AfId': 35440088, 'AuN': 'gabriel krummenacher', 'AfN': 'eth zurich', 'AuId': 2158622766}, {'AfId': 35440088, 'AuN': 'mario lucic', 'AfN': 'eth zurich', 'AuId': 2147033837}, {'AfId': 35440088, 'AuN': 'joachim m buhmann', 'AfN': 'eth zurich', 'AuId': 2051956577}]",12.0,2097826646.0,fast and robust least squares estimation in corrupted linear models,2014.0,"['Brian McWilliams', 'Gabriel Krummenacher', 'Mario Lucic', 'Joachim M. Buhmann']",,,-20.188,Fast and Robust Least Squares Estimation in Corrupted Linear Models
47,"[{'AfId': 123900574, 'AuN': 'woonhyun nam', 'AfN': 'pohang university of science and technology', 'AuId': 2098077512}, {'AfId': 1290206253, 'AuN': 'piotr dollar', 'AfN': 'microsoft', 'AuId': 1944499404}, {'AfId': 123900574, 'AuN': 'joon hee han', 'AfN': 'pohang university of science and technology', 'AuId': 2216907401}]",203.0,2170101770.0,local decorrelation for improved pedestrian detection,2014.0,"['Woonhyun Nam', 'Piotr Dollar', 'Joon Hee Han']",,,-18.421,Local Decorrelation For Improved Pedestrian Detection
48,"[{'AfId': 27837315, 'AuN': 'robert a vandermeulen', 'AfN': 'university of michigan', 'AuId': 2079517499}, {'AfId': 27837315, 'AuN': 'clayton scott', 'AfN': 'university of michigan', 'AuId': 2128194479}]",0.0,2107379425.0,robust kernel density estimation by scaling and projection in hilbert space,2014.0,"['Robert A. Vandermeulen', 'Clayton Scott']",,,-22.044,Robust Kernel Density Estimation by Scaling and Projection in Hilbert Space
49,"[{'AfId': 36258959, 'AuN': 'chicheng zhang', 'AfN': 'university of california san diego', 'AuId': 2138791587}, {'AfId': 36258959, 'AuN': 'kamalika chaudhuri', 'AfN': 'university of california san diego', 'AuId': 2119538990}]",23.0,2097373287.0,beyond disagreement based agnostic active learning,2014.0,"['Chicheng Zhang', 'Kamalika Chaudhuri']",,,-19.844,Beyond Disagreement-Based Agnostic Active Learning
50,"[{'AfId': 1291425158, 'AuN': 'arthur guez', 'AfN': 'google', 'AuId': 2015134264}, {'AfId': 1291425158, 'AuN': 'nicolas heess', 'AfN': 'google', 'AuId': 2779626260}, {'AfId': 1291425158, 'AuN': 'david silver', 'AfN': 'google', 'AuId': 2593774290}, {'AfId': 45129253, 'AuN': 'peter dayan', 'AfN': 'university college london', 'AuId': 2057359516}]",6.0,2114275913.0,bayes adaptive simulation based search with value function approximation,2014.0,"['Arthur Guez', 'Nicolas Heess', 'David Silver', 'Peter Dayan']",,,-20.421,Bayes-Adaptive Simulation-based Search with Value Function Approximation
