,AA,CC,Id,Ti,Y,authors,error,json,logprob,paper
10,"[{'AfId': 63966007, 'AuN': 'tianfan xue', 'AfN': 'massachusetts institute of technology', 'AuId': 2309502574}, {'AfId': 63966007, 'AuN': 'jiajun wu', 'AfN': 'massachusetts institute of technology', 'AuId': 2567545693}, {'AfId': 63966007, 'AuN': 'katherine l bouman', 'AfN': 'massachusetts institute of technology', 'AuId': 2196651897}, {'AfId': 74973139, 'AuN': 'bill freeman', 'AfN': 'carnegie mellon university', 'AuId': 2108608352}]",90.0,2470475590.0,visual dynamics probabilistic future frame synthesis via cross convolutional networks,2016.0,"['Tianfan Xue', 'Jiajun Wu', 'Katherine Bouman', 'Bill Freeman']",,,-18.783,Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks
11,"[{'AfId': 79576946, 'AuN': 'pedro a ortega', 'AfN': 'university of pennsylvania', 'AuId': 2344186612}, {'AfId': 79576946, 'AuN': 'alan a stocker', 'AfN': 'university of pennsylvania', 'AuId': 2109018630}]",1.0,2527782253.0,human decision making under limited time,2016.0,"['Pedro A. Ortega', 'Alan A. Stocker']",,,-21.607,Human Decision-Making under Limited Time
12,"[{'AfId': 155781252, 'AuN': 'shizhong han', 'AfN': 'university of south carolina', 'AuId': 2310648243}, {'AfId': 155781252, 'AuN': 'zibo meng', 'AfN': 'university of south carolina', 'AuId': 2152606551}, {'AuN': 'ahmed shehab khan', 'AuId': 2566697981}, {'AfId': 155781252, 'AuN': 'yan tong', 'AfN': 'university of south carolina', 'AuId': 2108142159}]",5.0,2553007282.0,incremental boosting convolutional neural network for facial action unit recognition,2016.0,"['Shizhong Han', 'Zibo Meng', 'AHMED-SHEHAB KHAN', 'Yan Tong']",,,-20.802,Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition
13,"[{'AfId': 200769079, 'AuN': 'hao wang', 'AfN': 'hong kong university of science and technology', 'AuId': 2625698375}, {'AfId': 200769079, 'AuN': 'xingjian shi', 'AfN': 'hong kong university of science and technology', 'AuId': 2251575045}, {'AfId': 200769079, 'AuN': 'dit yan yeung', 'AfN': 'hong kong university of science and technology', 'AuId': 2109477161}]",2.0,2548077621.0,natural parameter networks a class of probabilistic neural networks,2016.0,"['Hao Wang', 'Xingjian SHI', 'Dit-Yan Yeung']",,,-21.557,Natural-Parameter Networks: A Class of Probabilistic Neural Networks
14,"[{'AfId': 165932596, 'AuN': 'zequn jie', 'AfN': 'national university of singapore', 'AuId': 2267455599}, {'AfId': 157773358, 'AuN': 'xiaodan liang', 'AfN': 'sun yat sen university', 'AuId': 2121312783}, {'AfId': 165932596, 'AuN': 'jiashi feng', 'AfN': 'national university of singapore', 'AuId': 2170351238}, {'AfId': 165932596, 'AuN': 'xiaojie jin', 'AfN': 'national university of singapore', 'AuId': 2500766856}, {'AfId': 165932596, 'AuN': 'wen feng lu', 'AfN': 'national university of singapore', 'AuId': 2684537546}, {'AfId': 165932596, 'AuN': 'shuicheng yan', 'AfN': 'national university of singapore', 'AuId': 2144833106}]",4.0,2551640181.0,tree structured reinforcement learning for sequential object localization,2016.0,"['Zequn Jie', 'Xiaodan Liang', 'Jiashi Feng', 'Xiaojie Jin', 'Wen Lu', 'Shuicheng Yan']",,,-20.957,Tree-Structured Reinforcement Learning for Sequential Object Localization
15,"[{'AfId': 99065089, 'AuN': 'mingsheng long', 'AfN': 'tsinghua university', 'AuId': 2152250954}, {'AfId': 99065089, 'AuN': 'han zhu', 'AfN': 'tsinghua university', 'AuId': 2311444692}, {'AfId': 99065089, 'AuN': 'jianmin wang', 'AfN': 'tsinghua university', 'AuId': 2310637432}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}]",96.0,2279034837.0,unsupervised domain adaptation with residual transfer networks,2016.0,"['Mingsheng Long', 'Han Zhu', 'Jianmin Wang', 'Michael I. Jordan']",,,-18.708,Unsupervised Domain Adaptation with Residual Transfer Networks
16,"[{'AfId': 1325784139, 'AuN': 'zohar shay karnin', 'AfN': 'yahoo', 'AuId': 1985648170}]",0.0,2552805283.0,verification based solution for structured mab problems,2016.0,['Zohar S. Karnin'],,,-21.588,Verification Based Solution for Structured MAB Problems
17,"[{'AfId': 95457486, 'AuN': 'maximilian balandat', 'AfN': 'university of california berkeley', 'AuId': 324830676}, {'AfId': 95457486, 'AuN': 'walid krichene', 'AfN': 'university of california berkeley', 'AuId': 1109698060}, {'AfId': 95457486, 'AuN': 'claire j tomlin', 'AfN': 'university of california berkeley', 'AuId': 1271484699}, {'AfId': 95457486, 'AuN': 'alexandre m bayen', 'AfN': 'university of california berkeley', 'AuId': 78335212}]",0.0,2419026567.0,minimizing regret on reflexive banach spaces and nash equilibria in continuous zero sum games,2016.0,"['Maximilian Balandat', 'Walid Krichene', 'Claire Tomlin', 'Alexandre Bayen']",,,-21.082,Minimizing Regret on Reflexive Banach Spaces and Nash Equilibria in Continuous Zero-Sum Games
18,"[{'AfId': 78577930, 'AuN': 'yuanjun gao', 'AfN': 'columbia university', 'AuId': 2118367107}, {'AfId': 78577930, 'AuN': 'evan archer', 'AfN': 'columbia university', 'AuId': 2141377524}, {'AfId': 78577930, 'AuN': 'liam paninski', 'AfN': 'columbia university', 'AuId': 2260954076}, {'AfId': 78577930, 'AuN': 'john p cunningham', 'AfN': 'columbia university', 'AuId': 2106882380}]",11.0,2407599389.0,linear dynamical neural population models through nonlinear embeddings,2016.0,"['Yuanjun Gao', 'Evan W. Archer', 'Liam Paninski', 'John P. Cunningham']",,,-20.424,Linear dynamical neural population models through nonlinear embeddings
19,"[{'AfId': 161318765, 'AuN': 'peng wang', 'AfN': 'university of california los angeles', 'AuId': 2620795758}, {'AfId': 1306409833, 'AuN': 'xiaohui shen', 'AfN': 'adobe systems', 'AuId': 2124209379}, {'AfId': 63966007, 'AuN': 'bryan c russell', 'AfN': 'massachusetts institute of technology', 'AuId': 2101110011}, {'AfId': 97018004, 'AuN': 'scott cohen', 'AfN': 'stanford university', 'AuId': 2138257967}, {'AfId': 1306409833, 'AuN': 'brian l price', 'AfN': 'adobe systems', 'AuId': 2101515973}, {'AfId': 145311948, 'AuN': 'alan l yuille', 'AfN': 'johns hopkins university', 'AuId': 2065104188}]",4.0,2550402137.0,surge surface regularized geometry estimation from a single image,2016.0,"['Peng Wang', 'Xiaohui Shen', 'Bryan Russell', 'Scott Cohen', 'Brian Price', 'Alan L. Yuille']",,,-20.167,SURGE: Surface Regularized Geometry Estimation from a Single Image
20,"[{'AfId': 45129253, 'AuN': 'wittawat jitkrittum', 'AfN': 'university college london', 'AuId': 1918368897}, {'AfId': 106118109, 'AuN': 'zoltan szabo', 'AfN': 'eotvos lorand university', 'AuId': 2331300759}, {'AfId': 45129253, 'AuN': 'kacper p chwialkowski', 'AfN': 'university college london', 'AuId': 2102089711}, {'AfId': 45129253, 'AuN': 'arthur gretton', 'AfN': 'university college london', 'AuId': 2468960519}]",6.0,2398848749.0,interpretable distribution features with maximum testing power,2016.0,"['Wittawat Jitkrittum', 'Zoltán Szabó', 'Kacper P. Chwialkowski', 'Arthur Gretton']",,,-20.876,Interpretable Distribution Features with Maximum Testing Power
21,"[{'AfId': 190497903, 'AuN': 'jeanbernard lasserre', 'AfN': 'laboratory for analysis and architecture of systems', 'AuId': 2799010091}, {'AfId': 17866349, 'AuN': 'edouard pauwels', 'AfN': 'university of toulouse', 'AuId': 2419989783}]",2.0,2427487793.0,sorting out typicality with the inverse moment matrix sos polynomial,2016.0,"['Edouard Pauwels', 'Jean B. Lasserre']",,,-21.589,Sorting out typicality with the inverse moment matrix SOS polynomial
22,"[{'AfId': 1325784139, 'AuN': 'zohar shay karnin', 'AfN': 'yahoo', 'AuId': 1985648170}, {'AfId': 174306211, 'AuN': 'oren anava', 'AfN': 'technion israel institute of technology', 'AuId': 249293198}]",2.0,2553494220.0,multi armed bandits competing with optimal sequences,2016.0,"['Zohar S. Karnin', 'Oren Anava']",,,-20.85,Multi-armed Bandits: Competing with Optimal Sequences
23,"[{'AfId': 16391192, 'AuN': 'ruth heller', 'AfN': 'tel aviv university', 'AuId': 2161116978}, {'AuN': 'yair heller', 'AuId': 2098899278}]",1.0,2293191107.0,multivariate tests of association based on univariate tests,2016.0,"['Ruth Heller', 'Yair Heller']",,,-22.294,Multivariate tests of association based on univariate tests
24,"[{'AfId': 27837315, 'AuN': 'scott e reed', 'AfN': 'university of michigan', 'AuId': 2430826622}, {'AfId': 149899117, 'AuN': 'zeynep akata', 'AfN': 'max planck society', 'AuId': 294021452}, {'AfId': 27837315, 'AuN': 'santosh mohan', 'AfN': 'university of michigan', 'AuId': 2428095349}, {'AfId': 27837315, 'AuN': 'samuel tenka', 'AfN': 'university of michigan', 'AuId': 2595579884}, {'AfId': 149899117, 'AuN': 'bernt schiele', 'AfN': 'max planck society', 'AuId': 1620943014}, {'AfId': 27837315, 'AuN': 'honglak lee', 'AfN': 'university of michigan', 'AuId': 2117954069}]",72.0,2530372461.0,learning what and where to draw,2016.0,"['Scott E. Reed', 'Zeynep Akata', 'Santosh Mohan', 'Samuel Tenka', 'Bernt Schiele', 'Honglak Lee']",,,-18.806,Learning What and Where to Draw
25,"[{'AfId': 161318765, 'AuN': 'damek davis', 'AfN': 'university of california los angeles', 'AuId': 2595415210}, {'AfId': 161318765, 'AuN': 'brent edmunds', 'AfN': 'university of california los angeles', 'AuId': 2411147959}, {'AfId': 205783295, 'AuN': 'madeleine udell', 'AfN': 'cornell university', 'AuId': 2170359824}]",9.0,2411494334.0,the sound of apalm clapping faster nonsmooth nonconvex optimization with stochastic asynchronous palm,2016.0,"['Damek Davis', 'Brent Edmunds', 'Madeleine Udell']",,,-20.429,The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM
26,"[{'AfId': 99464096, 'AuN': 'hakan bilen', 'AfN': 'katholieke universiteit leuven', 'AuId': 2030286557}, {'AfId': 40120149, 'AuN': 'andrea vedaldi', 'AfN': 'university of oxford', 'AuId': 332962150}]",15.0,2412879760.0,integrated perception with recurrent multi task neural networks,2016.0,"['Hakan Bilen', 'Andrea Vedaldi']",,,-20.475,Integrated perception with recurrent multi-task neural networks
27,"[{'AfId': 74973139, 'AuN': 'yuxiong wang', 'AfN': 'carnegie mellon university', 'AuId': 2113612506}, {'AfId': 74973139, 'AuN': 'martial hebert', 'AfN': 'carnegie mellon university', 'AuId': 2101365550}]",11.0,2589226201.0,learning from small sample sets by combining unsupervised meta training with cnns,2016.0,"['Yu-Xiong Wang', 'Martial Hebert']",,,-20.037,Learning from Small Sample Sets by Combining Unsupervised Meta-Training with CNNs
28,"[{'AfId': 20231570, 'AuN': 'yunhe wang', 'AfN': 'peking university', 'AuId': 2434363184}, {'AfId': 114017466, 'AuN': 'chang xu', 'AfN': 'university of technology sydney', 'AuId': 2115321199}, {'AfId': 20231570, 'AuN': 'shan you', 'AfN': 'peking university', 'AuId': 2339061090}, {'AfId': 114017466, 'AuN': 'dacheng tao', 'AfN': 'university of technology sydney', 'AuId': 2104129307}, {'AfId': 20231570, 'AuN': 'chao xu', 'AfN': 'peking university', 'AuId': 2210879162}]",23.0,2554242204.0,cnnpack packing convolutional neural networks in the frequency domain,2016.0,"['Yunhe Wang', 'Chang Xu', 'Shan You', 'Dacheng Tao', 'Chao Xu']",,,-19.843,CNNpack: Packing Convolutional Neural Networks in the Frequency Domain
29,"[{'AfId': 63966007, 'AuN': 'henk wymeersch', 'AfN': 'massachusetts institute of technology', 'AuId': 2066317145}, {'AfId': 63966007, 'AuN': 'jaime lien', 'AfN': 'massachusetts institute of technology', 'AuId': 2156290572}, {'AfId': 63966007, 'AuN': 'moe z win', 'AfN': 'massachusetts institute of technology', 'AuId': 2465043653}]",821.0,2012197287.0,cooperative localization in wireless networks,2009.0,"['Josip Djolonga', 'Stefanie Jegelka', 'Sebastian Tschiatschek', 'Andreas Krause']",,,-16.724,Cooperative Graphical Models
30,"[{'AfId': 1290206253, 'AuN': 'sebastian nowozin', 'AfN': 'microsoft', 'AuId': 1887389880}, {'AfId': 145872427, 'AuN': 'botond cseke', 'AfN': 'radboud university nijmegen', 'AuId': 1812361008}, {'AfId': 1290206253, 'AuN': 'ryota tomioka', 'AfN': 'microsoft', 'AuId': 2695744660}]",179.0,2419501139.0,f gan training generative neural samplers using variational divergence minimization,2016.0,"['Sebastian Nowozin', 'Botond Cseke', 'Ryota Tomioka']",,,-18.276,f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization
31,"[{'AfId': 40120149, 'AuN': 'tom rainforth', 'AfN': 'university of oxford', 'AuId': 2557176395}, {'AfId': 40120149, 'AuN': 'tuan anh le', 'AfN': 'university of oxford', 'AuId': 2580808893}, {'AfId': 78577930, 'AuN': 'janwillem van de meent', 'AfN': 'columbia university', 'AuId': 1496267385}, {'AfId': 40120149, 'AuN': 'michael a osborne', 'AfN': 'university of oxford', 'AuId': 2130873038}, {'AfId': 40120149, 'AuN': 'frank d wood', 'AfN': 'university of oxford', 'AuId': 2155983567}]",6.0,2557505065.0,bayesian optimization for probabilistic programs,2016.0,"['Tom Rainforth', 'Tuan Anh Le', 'Jan-Willem van de Meent', 'Michael A. Osborne', 'Frank Wood']",,,-20.282,Bayesian Optimization for Probabilistic Programs
32,"[{'AfId': 859038795, 'AuN': 'jiasen lu', 'AfN': 'virginia tech', 'AuId': 2288290430}, {'AfId': 130701444, 'AuN': 'jianwei yang', 'AfN': 'georgia institute of technology', 'AuId': 2311414689}, {'AfId': 130701444, 'AuN': 'dhruv batra', 'AfN': 'georgia institute of technology', 'AuId': 2098683697}, {'AfId': 859038795, 'AuN': 'devi parikh', 'AfN': 'virginia tech', 'AuId': 2223275083}]",160.0,2463565445.0,hierarchical question image co attention for visual question answering,2016.0,"['Jiasen Lu', 'Jianwei Yang', 'Dhruv Batra', 'Devi Parikh']",,,-18.203,Hierarchical Question-Image Co-Attention for Visual Question Answering
33,"[{'AfId': 165799507, 'AuN': 'malik magdonismail', 'AfN': 'rensselaer polytechnic institute', 'AuId': 157741918}, {'AfId': 1341412227, 'AuN': 'christos boutsidis', 'AfN': 'ibm', 'AuId': 180556512}]",3.0,1963400405.0,optimal sparse linear encoders and sparse pca,2016.0,"['Malik Magdon-Ismail', 'Christos Boutsidis']",,,-20.974,Optimal Sparse Linear Encoders and Sparse PCA
34,"[{'AfId': 97018004, 'AuN': 'yangyan li', 'AfN': 'stanford university', 'AuId': 2105491132}, {'AfId': 97018004, 'AuN': 'soren pirk', 'AfN': 'stanford university', 'AuId': 1408698147}, {'AfId': 97018004, 'AuN': 'hao su', 'AfN': 'stanford university', 'AuId': 2123144340}, {'AfId': 97018004, 'AuN': 'charles ruizhongtai qi', 'AfN': 'stanford university', 'AuId': 2118955329}, {'AfId': 97018004, 'AuN': 'leonidas j guibas', 'AfN': 'stanford university', 'AuId': 356043702}]",17.0,2394951287.0,fpnn field probing neural networks for 3d data,2016.0,"['Yangyan Li', 'Soeren Pirk', 'Hao Su', 'Charles R. Qi', 'Leonidas J. Guibas']",,,-19.764,FPNN: Field Probing Neural Networks for 3D Data
35,"[{'AfId': 177725633, 'AuN': 'xiao chu', 'AfN': 'the chinese university of hong kong', 'AuId': 2504048622}, {'AfId': 129604602, 'AuN': 'wanli ouyang', 'AfN': 'university of sydney', 'AuId': 2138640236}, {'AfId': 177725633, 'AuN': 'hongsheng li', 'AfN': 'the chinese university of hong kong', 'AuId': 2141739595}, {'AfId': 177725633, 'AuN': 'xiaogang wang', 'AfN': 'the chinese university of hong kong', 'AuId': 2227253382}]",9.0,2547884650.0,crf cnn modeling structured information in human pose estimation,2016.0,"['Xiao Chu', 'Wanli Ouyang', 'hongsheng Li', 'Xiaogang Wang']",,,-20.594,CRF-CNN: Modeling Structured Information in Human Pose Estimation
36,"[{'AuN': 'matthew joseph', 'AuId': 2658919813}, {'AfId': 79576946, 'AuN': 'michael j kearns', 'AfN': 'university of pennsylvania', 'AuId': 2118586410}, {'AfId': 74973139, 'AuN': 'jamie morgenstern', 'AfN': 'carnegie mellon university', 'AuId': 2039379685}, {'AfId': 79576946, 'AuN': 'aaron roth', 'AfN': 'university of pennsylvania', 'AuId': 2023999058}]",23.0,2396394641.0,fairness in learning classic and contextual bandits,2016.0,"['Matthew Joseph', 'Michael Kearns', 'Jamie H. Morgenstern', 'Aaron Roth']",,,-19.158,Fairness in Learning: Classic and Contextual Bandits
37,"[{'AfId': 78650965, 'AuN': 'alexander kirillov', 'AfN': 'dresden university of technology', 'AuId': 1967274830}, {'AfId': 44504214, 'AuN': 'alexander shekhovtsov', 'AfN': 'czech technical university in prague', 'AuId': 2223841713}, {'AfId': 78650965, 'AuN': 'carsten rother', 'AfN': 'dresden university of technology', 'AuId': 2047672443}, {'AfId': 223822909, 'AuN': 'bogdan savchynskyy', 'AfN': 'heidelberg university', 'AuId': 177152004}]",0.0,2464988381.0,joint m best diverse labelings as a parametric submodular minimization,2016.0,"['Alexander Kirillov', 'Alexander Shekhovtsov', 'Carsten Rother', 'Bogdan Savchynskyy']",,,-21.52,Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization
38,"[{'AfId': 47508984, 'AuN': 'konstantinos bousmalis', 'AfN': 'imperial college london', 'AuId': 211696525}, {'AfId': 47508984, 'AuN': 'george trigeorgis', 'AfN': 'imperial college london', 'AuId': 2207516560}, {'AfId': 57206974, 'AuN': 'nathan silberman', 'AfN': 'new york university', 'AuId': 2104272393}, {'AfId': 57206974, 'AuN': 'dilip krishnan', 'AfN': 'new york university', 'AuId': 2131755178}, {'AfId': 1291425158, 'AuN': 'dumitru erhan', 'AfN': 'google', 'AuId': 2308824398}]",96.0,2511131004.0,domain separation networks,2016.0,"['Konstantinos Bousmalis', 'George Trigeorgis', 'Nathan Silberman', 'Dilip Krishnan', 'Dumitru Erhan']",,,-18.864,Domain Separation Networks
39,"[{'AfId': 1300957399, 'AuN': 'diane bouchacourt', 'AfN': 'centralesupelec', 'AuId': 2288719597}, {'AfId': 124261462, 'AuN': 'pawan kumar mudigonda', 'AfN': 'oxford brookes university', 'AuId': 2685025821}, {'AfId': 1290206253, 'AuN': 'sebastian nowozin', 'AfN': 'microsoft', 'AuId': 1887389880}]",3.0,2418495479.0,disco nets dissimilarity coefficients networks,2016.0,"['Diane Bouchacourt', 'Pawan K. Mudigonda', 'Sebastian Nowozin']",,,-21.434,DISCO Nets : DISsimilarity COefficients Networks
40,"[{'AfId': 139264467, 'AuN': 'jinhwa kim', 'AfN': 'seoul national university', 'AuId': 2664365483}, {'AfId': 139264467, 'AuN': 'sangwoo lee', 'AfN': 'seoul national university', 'AuId': 2287701657}, {'AfId': 139264467, 'AuN': 'donghyun kwak', 'AfN': 'seoul national university', 'AuId': 2511254259}, {'AfId': 139264467, 'AuN': 'minoh heo', 'AfN': 'seoul national university', 'AuId': 2172070514}, {'AuN': 'jeonghee kim', 'AuId': 2495981120}, {'AfId': 139264467, 'AuN': 'jungwoo ha', 'AfN': 'seoul national university', 'AuId': 2224083272}, {'AfId': 139264467, 'AuN': 'byoungtak zhang', 'AfN': 'seoul national university', 'AuId': 2143946736}]",74.0,2412393473.0,multimodal residual learning for visual qa,2016.0,"['Jin-Hwa Kim', 'Sang-Woo Lee', 'Donghyun Kwak', 'Min-Oh Heo', 'Jeonghee Kim', 'Jung-Woo Ha', 'Byoung-Tak Zhang']",,,-19.228,Multimodal Residual Learning for Visual QA
41,"[{'AfId': 124055696, 'AuN': 'oswin krause', 'AfN': 'university of copenhagen', 'AuId': 2136930855}, {'AfId': 124055696, 'AuN': 'didac rodriguez arbones', 'AfN': 'university of copenhagen', 'AuId': 1591163618}, {'AfId': 124055696, 'AuN': 'christian igel', 'AfN': 'university of copenhagen', 'AuId': 2010648985}]",3.0,2549617326.0,cma es with optimal covariance update and storage complexity,2016.0,"['Oswin Krause', 'Dídac Rodríguez Arbonès', 'Christian Igel']",,,-20.71,CMA-ES with Optimal Covariance Update and Storage Complexity
42,"[{'AfId': 1290206253, 'AuN': 'jifeng dai', 'AfN': 'microsoft', 'AuId': 2108977331}, {'AfId': 99065089, 'AuN': 'yi li', 'AfN': 'tsinghua university', 'AuId': 2688463831}, {'AfId': 1290206253, 'AuN': 'kaiming he', 'AfN': 'microsoft', 'AuId': 2164292938}, {'AfId': 87445476, 'AuN': 'jian sun', 'AfN': 'xi an jiaotong university', 'AuId': 2693167009}]",372.0,2407521645.0,r fcn object detection via region based fully convolutional networks,2016.0,"['Jifeng Dai', 'Yi Li', 'Kaiming He', 'Jian Sun']",,,-17.523,R-FCN: Object Detection via Region-based Fully Convolutional Networks
43,"[{'AfId': 277688954, 'AuN': 'eugene ndiaye', 'AfN': 'universite paris saclay', 'AuId': 2499706350}, {'AfId': 98677209, 'AuN': 'olivier fercoq', 'AfN': 'university of edinburgh', 'AuId': 1478997493}, {'AfId': 277688954, 'AuN': 'alexandre gramfort', 'AfN': 'universite paris saclay', 'AuId': 141645569}, {'AfId': 205703379, 'AuN': 'joseph salmon', 'AfN': 'institut mines telecom', 'AuId': 2401622204}]",2.0,2276089251.0,gap safe screening rules for sparse group lasso,2016.0,"['Eugene Ndiaye', 'Olivier Fercoq', 'Alexandre Gramfort', 'Joseph Salmon']",,,-20.957,GAP Safe Screening Rules for Sparse-Group Lasso
44,"[{'AfId': 145894827, 'AuN': 'abir de', 'AfN': 'indian institute of technology kharagpur', 'AuId': 2100683166}, {'AfId': 149899117, 'AuN': 'isabel valera', 'AfN': 'max planck society', 'AuId': 2096884534}, {'AfId': 145894827, 'AuN': 'niloy ganguly', 'AfN': 'indian institute of technology kharagpur', 'AuId': 2097625090}, {'AfId': 145894827, 'AuN': 'sourangshu bhattacharya', 'AfN': 'indian institute of technology kharagpur', 'AuId': 2151480652}, {'AfId': 149899117, 'AuN': 'manuel gomez rodriguez', 'AfN': 'max planck society', 'AuId': 2421855118}]",14.0,2404281481.0,learning and forecasting opinion dynamics in social networks,2016.0,"['Abir De', 'Isabel Valera', 'Niloy Ganguly', 'Sourangshu Bhattacharya', 'Manuel Gomez Rodriguez']",,,-20.178,Learning and Forecasting Opinion Dynamics in Social Networks
45,"[{'AuN': 'rong zhu', 'AuId': 2563960109}]",1.0,2549961222.0,gradient based sampling an adaptive importance sampling for least squares,2016.0,['Rong Zhu'],,,-21.493,Gradient-based Sampling: An Adaptive Importance Sampling for Least-squares
