,AA,CC,Id,Ti,Y,authors,error,json,logprob,paper
10,"[{'AfId': 126520041, 'AuN': 'shaoqing ren', 'AfN': 'university of science and technology of china', 'AuId': 2119543935}, {'AfId': 1290206253, 'AuN': 'kaiming he', 'AfN': 'microsoft', 'AuId': 2164292938}, {'AfId': 2252078561, 'AuN': 'ross b girshick', 'AfN': 'facebook', 'AuId': 2473549963}, {'AfId': 1290206253, 'AuN': 'jian sun', 'AfN': 'microsoft', 'AuId': 2200192130}]",1950.0,639708223.0,faster r cnn towards real time object detection with region proposal networks,2017.0,"['Shaoqing Ren', 'Kaiming He', 'Ross Girshick', 'Jian Sun']",,,-15.133,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks
11,"[{'AfId': 114457229, 'AuN': 'ke sun', 'AfN': 'university of geneva', 'AuId': 2153064296}, {'AfId': 114457229, 'AuN': 'jun wang', 'AfN': 'university of geneva', 'AuId': 2719883600}, {'AfId': 173439891, 'AuN': 'alexandros kalousis', 'AfN': 'university of applied sciences western switzerland', 'AuId': 1835498038}, {'AfId': 114457229, 'AuN': 'stephane marchandmaillet', 'AfN': 'university of geneva', 'AuId': 701755517}]",1.0,2186435973.0,space time local embeddings,2015.0,"['Ke Sun', 'Jun Wang', 'Alexandros Kalousis', 'Stephane Marchand-Maillet']",,,-20.551,Space-Time Local Embeddings
12,"[{'AfId': 40347166, 'AuN': 'qinqing zheng', 'AfN': 'university of chicago', 'AuId': 2126409055}, {'AfId': 40347166, 'AuN': 'john d lafferty', 'AfN': 'university of chicago', 'AuId': 2775888384}]",77.0,1189174436.0,a convergent gradient descent algorithm for rank minimization and semidefinite programming from random linear measurements,2015.0,"['Qinqing Zheng', 'John Lafferty']",,,-19.213,A Convergent Gradient Descent Algorithm for Rank Minimization and Semidefinite Programming from Random Linear Measurements
13,"[{'AfId': 97018004, 'AuN': 'bryan d he', 'AfN': 'stanford university', 'AuId': 2222592563}, {'AfId': 122411786, 'AuN': 'yisong yue', 'AfN': 'california institute of technology', 'AuId': 2133032401}]",0.0,2194604332.0,smooth interactive submodular set cover,2015.0,"['Bryan D. He', 'Yisong Yue']",,,-20.67,Smooth Interactive Submodular Set Cover
14,"[{'AfId': 63966007, 'AuN': 'jiajun wu', 'AfN': 'massachusetts institute of technology', 'AuId': 2567545693}, {'AfId': 83399316, 'AuN': 'ilker yildirim', 'AfN': 'rockefeller university', 'AuId': 2026316190}, {'AfId': 63966007, 'AuN': 'joseph j lim', 'AfN': 'massachusetts institute of technology', 'AuId': 2121364892}, {'AfId': 63966007, 'AuN': 'william t freeman', 'AfN': 'massachusetts institute of technology', 'AuId': 2112716162}, {'AfId': 63966007, 'AuN': 'joshua b tenenbaum', 'AfN': 'massachusetts institute of technology', 'AuId': 2149572011}]",87.0,2181623680.0,galileo perceiving physical object properties by integrating a physics engine with deep learning,2015.0,"['Jiajun Wu', 'Ilker Yildirim', 'Joseph J. Lim', 'Bill Freeman', 'Josh Tenenbaum']",,,-18.713,Galileo: Perceiving Physical Object Properties by Integrating a Physics Engine with Deep Learning
15,"[{'AfId': 74973139, 'AuN': 'jamie morgenstern', 'AfN': 'carnegie mellon university', 'AuId': 2039379685}, {'AfId': 97018004, 'AuN': 'tim roughgarden', 'AfN': 'stanford university', 'AuId': 125590419}]",62.0,2189241046.0,on the pseudo dimension of nearly optimal auctions,2015.0,"['Jamie H. Morgenstern', 'Tim Roughgarden']",,,-19.496,On the Pseudo-Dimension of Nearly Optimal Auctions
16,"[{'AfId': 86519309, 'AuN': 'mijung park', 'AfN': 'university of texas at austin', 'AuId': 2495993006}, {'AfId': 45129253, 'AuN': 'gergo bohner', 'AfN': 'university college london', 'AuId': 2189095008}, {'AfId': 2800451603, 'AuN': 'jakob h macke', 'AfN': 'center of advanced european studies and research', 'AuId': 2072220704}]",2.0,2186648317.0,unlocking neural population non stationarities using hierarchical dynamics models,2015.0,"['Mijung Park', 'Gergo Bohner', 'Jakob H. Macke']",,,-21.115,Unlocking neural population non-stationarities using hierarchical dynamics models
17,"[{'AfId': 86519309, 'AuN': 'mijung park', 'AfN': 'university of texas at austin', 'AuId': 2495993006}, {'AfId': 45129253, 'AuN': 'wittawat jitkrittum', 'AfN': 'university college london', 'AuId': 1918368897}, {'AfId': 45129253, 'AuN': 'ahmad qamar', 'AfN': 'university college london', 'AuId': 2506412301}, {'AfId': 106118109, 'AuN': 'zoltan szabo', 'AfN': 'eotvos lorand university', 'AuId': 2331300759}, {'AfId': 4092182, 'AuN': 'lars buesing', 'AfN': 'graz university of technology', 'AuId': 279620199}, {'AfId': 45129253, 'AuN': 'maneesh sahani', 'AfN': 'university college london', 'AuId': 2113251341}]",3.0,1716527092.0,bayesian manifold learning the locally linear latent variable model ll lvm,2015.0,"['Mijung Park', 'Wittawat Jitkrittum', 'Ahmad Qamar', 'Zoltan Szabo', 'Lars Buesing', 'Maneesh Sahani']",,,-20.95,Bayesian Manifold Learning: The Locally Linear Latent Variable Model (LL-LVM)
18,"[{'AfId': 160992636, 'AuN': 'ayan chakrabarti', 'AfN': 'toyota technological institute at chicago', 'AuId': 2130003177}]",7.0,632785040.0,color constancy by learning to predict chromaticity from luminance,2015.0,['Ayan Chakrabarti'],,,-21.086,Color Constancy by Learning to Predict Chromaticity from Luminance
19,"[{'AfId': 5124864, 'AuN': 'lucas maystre', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2108873976}, {'AfId': 5124864, 'AuN': 'matthias grossglauser', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 271590092}]",12.0,1948584817.0,fast and accurate inference of plackett luce models,2015.0,"['Lucas Maystre', 'Matthias Grossglauser']",,,-20.058,Fast and Accurate Inference of Plackett–Luce Models
20,"[{'AfId': 149899117, 'AuN': 'maren mahsereci', 'AfN': 'max planck society', 'AuId': 2510445983}, {'AfId': 149899117, 'AuN': 'philipp hennig', 'AfN': 'max planck society', 'AuId': 1897691719}]",14.0,2771005692.0,probabilistic line searches for stochastic optimization,2017.0,"['Maren Mahsereci', 'Philipp Hennig']",,,-19.764,Probabilistic Line Searches for Stochastic Optimization
21,"[{'AfId': 2252078561, 'AuN': 'armand joulin', 'AfN': 'facebook', 'AuId': 2668274610}, {'AfId': 2252078561, 'AuN': 'tomas mikolov', 'AfN': 'facebook', 'AuId': 2778772883}]",142.0,1732222442.0,inferring algorithmic patterns with stack augmented recurrent nets,2015.0,"['Armand Joulin', 'Tomas Mikolov']",,,-17.995,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets
22,"[{'AfId': 63966007, 'AuN': 'adria recasens', 'AfN': 'massachusetts institute of technology', 'AuId': 2190469895}, {'AfId': 63966007, 'AuN': 'aditya khosla', 'AfN': 'massachusetts institute of technology', 'AuId': 2011491954}, {'AfId': 63966007, 'AuN': 'carl vondrick', 'AfN': 'massachusetts institute of technology', 'AuId': 2024800887}, {'AfId': 63966007, 'AuN': 'antonio torralba', 'AfN': 'massachusetts institute of technology', 'AuId': 2157095084}]",19.0,2184540135.0,where are they looking,2015.0,"['Adria Recasens', 'Aditya Khosla', 'Carl Vondrick', 'Antonio Torralba']",,,-19.84,Where are they looking?
23,"[{'AfId': 154425047, 'AuN': 'tor lattimore', 'AfN': 'university of alberta', 'AuId': 2033534366}]",4.0,1901466015.0,the pareto regret frontier for bandits,2015.0,['Tor Lattimore'],,,-21.172,The Pareto Regret Frontier for Bandits
24,"[{'AfId': 97018004, 'AuN': 'andrea montanari', 'AfN': 'stanford university', 'AuId': 2338117446}, {'AfId': 95457486, 'AuN': 'daniel reichman', 'AfN': 'university of california berkeley', 'AuId': 2067252482}, {'AfId': 53964585, 'AuN': 'ofer zeitouni', 'AfN': 'weizmann institute of science', 'AuId': 88734813}]",18.0,2096448465.0,on the limitation of spectral methods from the gaussian hidden clique problem to rank one perturbations of gaussian tensors,2017.0,"['Andrea Montanari', 'Daniel Reichman', 'Ofer Zeitouni']",,,-19.563,On the Limitation of Spectral Methods: From the Gaussian Hidden Clique Problem to Rank-One Perturbations of Gaussian Tensors
25,"[{'AfId': 97018004, 'AuN': 'jackson gorham', 'AfN': 'stanford university', 'AuId': 2336379606}, {'AfId': 97018004, 'AuN': 'lester w mackey', 'AfN': 'stanford university', 'AuId': 2134505947}]",23.0,642215034.0,measuring sample quality with stein s method,2015.0,"['Jackson Gorham', 'Lester Mackey']",,,-19.807,Measuring Sample Quality with Stein's Method
26,"[{'AfId': 19820366, 'AuN': 'yan huang', 'AfN': 'chinese academy of sciences', 'AuId': 2700182278}, {'AfId': 19820366, 'AuN': 'wei wang', 'AfN': 'chinese academy of sciences', 'AuId': 2595281678}, {'AfId': 870398029, 'AuN': 'liang wang', 'AfN': 'center for excellence in education', 'AuId': 2226151461}]",28.0,2184360182.0,bidirectional recurrent convolutional networks for multi frame super resolution,2015.0,"['Yan Huang', 'Wei Wang', 'Liang Wang']",,,-19.856,Bidirectional Recurrent Convolutional Networks for Multi-Frame Super-Resolution
27,"[{'AfId': 114457229, 'AuN': 'guillaume p dehaene', 'AfN': 'university of geneva', 'AuId': 2107488656}, {'AfId': 1294671590, 'AuN': 'simon barthelme', 'AfN': 'centre national de la recherche scientifique', 'AuId': 1973757127}]",4.0,2187136871.0,bounding errors of expectation propagation,2015.0,"['Guillaume P. Dehaene', 'Simon Barthelmé']",,,-20.518,Bounding errors of Expectation-Propagation
28,"[{'AfId': 156087764, 'AuN': 'miguel a carreiraperpinan', 'AfN': 'university of california merced', 'AuId': 2071708429}, {'AfId': 156087764, 'AuN': 'max vladymyrov', 'AfN': 'university of california merced', 'AuId': 1645665820}]",4.0,2187796218.0,a fast universal algorithm to learn parametric nonlinear embeddings,2015.0,"['Miguel A. Carreira-Perpinan', 'Max Vladymyrov']",,,-20.978,"A fast, universal algorithm to learn parametric nonlinear embeddings"
29,"[{'AfId': 8087733, 'AuN': 'leon a gatys', 'AfN': 'university of tubingen', 'AuId': 1990517559}, {'AfId': 8087733, 'AuN': 'alexander s ecker', 'AfN': 'university of tubingen', 'AuId': 2126410521}, {'AfId': 8087733, 'AuN': 'matthias bethge', 'AfN': 'university of tubingen', 'AuId': 1898836778}]",178.0,2161208721.0,texture synthesis using convolutional neural networks,2015.0,"['Leon Gatys', 'Alexander S. Ecker', 'Matthias Bethge']",,,-17.861,Texture Synthesis Using Convolutional Neural Networks
30,"[{'AfId': 277688954, 'AuN': 'igor colin', 'AfN': 'universite paris saclay', 'AuId': 2498847882}, {'AfId': 277688954, 'AuN': 'joseph salmon', 'AfN': 'universite paris saclay', 'AuId': 2401622204}, {'AfId': 277688954, 'AuN': 'stephan clemencon', 'AfN': 'universite paris saclay', 'AuId': 2531389158}, {'AfId': 1326498283, 'AuN': 'aurelien bellet', 'AfN': 'french institute for research in computer science and automation', 'AuId': 2198634693}]",2.0,2173245353.0,extending gossip algorithms to distributed estimation of u statistics,2015.0,"['Igor Colin', 'Aurélien Bellet', 'Joseph Salmon', 'Stéphan Clémençon']",,,-21.789,Extending Gossip Algorithms to Distributed Estimation of U-statistics
31,"[{'AfId': 63966007, 'AuN': 'trevor campbell', 'AfN': 'massachusetts institute of technology', 'AuId': 2115883070}, {'AfId': 63966007, 'AuN': 'julian straub', 'AfN': 'massachusetts institute of technology', 'AuId': 2123919020}, {'AfId': 63966007, 'AuN': 'john w fisher', 'AfN': 'massachusetts institute of technology', 'AuId': 2133604857}, {'AfId': 63966007, 'AuN': 'jonathan p how', 'AfN': 'massachusetts institute of technology', 'AuId': 1902127369}]",11.0,1924266492.0,streaming distributed variational inference for bayesian nonparametrics,2015.0,"['Trevor Campbell', 'Julian Straub', 'John W. Fisher III', 'Jonathan P. How']",,,-20.278,"Streaming, Distributed Variational Inference for Bayesian Nonparametrics"
32,"[{'AfId': 63966007, 'AuN': 'carl vondrick', 'AfN': 'massachusetts institute of technology', 'AuId': 2024800887}, {'AfId': 79272384, 'AuN': 'hamed pirsiavash', 'AfN': 'university of maryland baltimore county', 'AuId': 262901918}, {'AfId': 63966007, 'AuN': 'aude oliva', 'AfN': 'massachusetts institute of technology', 'AuId': 2291917982}, {'AfId': 63966007, 'AuN': 'antonio torralba', 'AfN': 'massachusetts institute of technology', 'AuId': 2157095084}]",9.0,1934133592.0,learning visual biases from human imagination,2015.0,"['Carl Vondrick', 'Hamed Pirsiavash', 'Aude Oliva', 'Antonio Torralba']",,,-20.374,Learning visual biases from human imagination
33,"[{'AfId': 197251160, 'AuN': 'ofer meshi', 'AfN': 'hebrew university of jerusalem', 'AuId': 16705875}, {'AfId': 87216513, 'AuN': 'mehrdad mahdavi', 'AfN': 'michigan state university', 'AuId': 2147539308}, {'AfId': 185261750, 'AuN': 'alexander g schwing', 'AfN': 'university of toronto', 'AuId': 1248235887}]",8.0,2192675411.0,smooth and strong map inference with linear convergence,2015.0,"['Ofer Meshi', 'Mehrdad Mahdavi', 'Alex Schwing']",,,-20.527,Smooth and Strong: MAP Inference with Linear Convergence
34,"[{'AfId': 887064364, 'AuN': 'masrour zoghi', 'AfN': 'university of amsterdam', 'AuId': 2170892963}, {'AfId': 1325784139, 'AuN': 'zohar shay karnin', 'AfN': 'yahoo', 'AuId': 1985648170}, {'AfId': 40120149, 'AuN': 'shimon whiteson', 'AfN': 'university of oxford', 'AuId': 2042571382}, {'AfId': 887064364, 'AuN': 'maarten de rijke', 'AfN': 'university of amsterdam', 'AuId': 401833296}]",5.0,2127131211.0,copeland dueling bandits,2015.0,"['Masrour Zoghi', 'Zohar S. Karnin', 'Shimon Whiteson', 'Maarten de Rijke']",,,-20.597,Copeland Dueling Bandits
35,"[{'AfId': 74973139, 'AuN': 'yenchi chen', 'AfN': 'carnegie mellon university', 'AuId': 2104255241}, {'AfId': 74973139, 'AuN': 'christopher r genovese', 'AfN': 'carnegie mellon university', 'AuId': 2045340971}, {'AfId': 74973139, 'AuN': 'shirley ho', 'AfN': 'carnegie mellon university', 'AuId': 2103467124}, {'AfId': 74973139, 'AuN': 'larry wasserman', 'AfN': 'carnegie mellon university', 'AuId': 2101922781}]",5.0,2187285271.0,optimal ridge detection using coverage risk,2015.0,"['Yen-Chi Chen', 'Christopher R. Genovese', 'Shirley Ho', 'Larry Wasserman']",,,-21.044,Optimal Ridge Detection using Coverage Risk
36,"[{'AfId': 149899117, 'AuN': 'maksim lapin', 'AfN': 'max planck society', 'AuId': 1995458107}, {'AfId': 91712215, 'AuN': 'matthias hein', 'AfN': 'saarland university', 'AuId': 2285762679}, {'AfId': 149899117, 'AuN': 'bernt schiele', 'AfN': 'max planck society', 'AuId': 1620943014}]",7.0,2180530054.0,top k multiclass svm,2015.0,"['Maksim Lapin', 'Matthias Hein', 'Bernt Schiele']",,,-20.643,Top-k Multiclass SVM
37,"[{'AfId': 24603500, 'AuN': 'philip s thomas', 'AfN': 'university of massachusetts amherst', 'AuId': 2462100541}, {'AfId': 86519309, 'AuN': 'scott niekum', 'AfN': 'university of texas at austin', 'AuId': 1998918569}, {'AfId': 1306409833, 'AuN': 'georgios theocharous', 'AfN': 'adobe systems', 'AuId': 1937789190}, {'AfId': 170897317, 'AuN': 'george konidaris', 'AfN': 'duke university', 'AuId': 1965389844}]",2.0,2184710474.0,policy evaluation using the ω return,2015.0,"['Philip S. Thomas', 'Scott Niekum', 'Georgios Theocharous', 'George Konidaris']",,,-20.99,Policy Evaluation Using the Ω-Return
38,"[{'AfId': 86519309, 'AuN': 'megasthenis asteris', 'AfN': 'university of texas at austin', 'AuId': 1994417980}, {'AfId': 95457486, 'AuN': 'dimitris s papailiopoulos', 'AfN': 'university of california berkeley', 'AuId': 261369453}, {'AfId': 86519309, 'AuN': 'alexandros g dimakis', 'AfN': 'university of texas at austin', 'AuId': 1253426111}]",1.0,2189591224.0,orthogonal nmf through subspace exploration,2015.0,"['Megasthenis Asteris', 'Dimitris Papailiopoulos', 'Alexandros G. Dimakis']",,,-20.871,Orthogonal NMF through Subspace Exploration
39,"[{'AfId': 99065089, 'AuN': 'tian lin', 'AfN': 'tsinghua university', 'AuId': 2122568511}, {'AfId': 99065089, 'AuN': 'jian li', 'AfN': 'tsinghua university', 'AuId': 2567785104}, {'AfId': 1290206253, 'AuN': 'wei chen', 'AfN': 'microsoft', 'AuId': 2527738285}]",9.0,2183950117.0,stochastic online greedy learning with semi bandit feedbacks,2015.0,"['Tian Lin', 'Jian Li', 'Wei Chen']",,,-20.388,Stochastic Online Greedy Learning with Semi-bandit Feedbacks
40,"[{'AfId': 5681781, 'AuN': 'guosheng lin', 'AfN': 'university of adelaide', 'AuId': 2151505639}, {'AfId': 5681781, 'AuN': 'chunhua shen', 'AfN': 'university of adelaide', 'AuId': 2139473605}, {'AfId': 5681781, 'AuN': 'ian d reid', 'AfN': 'university of adelaide', 'AuId': 2120202076}, {'AfId': 5681781, 'AuN': 'anton van den hengel', 'AfN': 'university of adelaide', 'AuId': 2152283363}]",22.0,613121520.0,deeply learning the messages in message passing inference,2015.0,"['Guosheng Lin', 'Chunhua Shen', 'Ian Reid', 'Anton van den Hengel']",,,-19.932,Deeply Learning the Messages in Message Passing Inference
41,"[{'AfId': 4092182, 'AuN': 'david kappel', 'AfN': 'graz university of technology', 'AuId': 2502819447}, {'AfId': 4092182, 'AuN': 'stefan habenschuss', 'AfN': 'graz university of technology', 'AuId': 1441127842}, {'AfId': 4092182, 'AuN': 'robert a legenstein', 'AfN': 'graz university of technology', 'AuId': 188323092}, {'AfId': 4092182, 'AuN': 'wolfgang maass', 'AfN': 'graz university of technology', 'AuId': 2039605473}]",4.0,2188965883.0,synaptic sampling a bayesian approach to neural network plasticity and rewiring,2015.0,"['David Kappel', 'Stefan Habenschuss', 'Robert Legenstein', 'Wolfgang Maass']",,,-21.051,Synaptic Sampling: A Bayesian Approach to Neural Network Plasticity and Rewiring
42,"[{'AfId': 183067930, 'AuN': 'huan li', 'AfN': 'shanghai jiao tong university', 'AuId': 2421694589}, {'AfId': 183067930, 'AuN': 'zhouchen lin', 'AfN': 'shanghai jiao tong university', 'AuId': 2141729011}]",66.0,2184634347.0,accelerated proximal gradient methods for nonconvex programming,2015.0,"['Huan Li', 'Zhouchen Lin']",,,-19.186,Accelerated Proximal Gradient Methods for Nonconvex Programming
43,"[{'AfId': 165799507, 'AuN': 'abhisek kundu', 'AfN': 'rensselaer polytechnic institute', 'AuId': 2128393788}, {'AfId': 165799507, 'AuN': 'petros drineas', 'AfN': 'rensselaer polytechnic institute', 'AuId': 1624679253}, {'AfId': 165799507, 'AuN': 'malik magdonismail', 'AfN': 'rensselaer polytechnic institute', 'AuId': 157741918}]",1.0,1920311463.0,approximating sparse pca from incomplete data,2015.0,"['ABHISEK KUNDU', 'Petros Drineas', 'Malik Magdon-Ismail']",,,-21.366,Approximating Sparse PCA from Incomplete Data
44,"[{'AfId': 74973139, 'AuN': 'kirthevasan kandasamy', 'AfN': 'carnegie mellon university', 'AuId': 1992544835}, {'AfId': 1290206253, 'AuN': 'akshay krishnamurthy', 'AfN': 'microsoft', 'AuId': 2160479021}, {'AfId': 74973139, 'AuN': 'barnabas poczos', 'AfN': 'carnegie mellon university', 'AuId': 297547182}, {'AfId': 74973139, 'AuN': 'larry wasserman', 'AfN': 'carnegie mellon university', 'AuId': 2101922781}, {'AfId': 136199984, 'AuN': 'james m robins', 'AfN': 'harvard university', 'AuId': 1811258128}]",20.0,2188155116.0,nonparametric von mises estimators for entropies divergences and mutual informations,2015.0,"['Kirthevasan Kandasamy', 'Akshay Krishnamurthy', 'Barnabas Poczos', 'Larry Wasserman', 'james m. robins']",,,-19.785,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations"
45,"[{'AfId': 1302135459, 'AuN': 'saurabh paul', 'AfN': 'paypal', 'AuId': 2169921149}, {'AfId': 165799507, 'AuN': 'malik magdonismail', 'AfN': 'rensselaer polytechnic institute', 'AuId': 157741918}, {'AfId': 165799507, 'AuN': 'petros drineas', 'AfN': 'rensselaer polytechnic institute', 'AuId': 1624679253}]",5.0,2181566864.0,column selection via adaptive sampling,2015.0,"['Saurabh Paul', 'Malik Magdon-Ismail', 'Petros Drineas']",,,-20.95,Column Selection via Adaptive Sampling
46,"[{'AfId': 27837315, 'AuN': 'pinghua gong', 'AfN': 'university of michigan', 'AuId': 2687322433}, {'AfId': 27837315, 'AuN': 'jieping ye', 'AfN': 'university of michigan', 'AuId': 2305258894}]",0.0,2185404465.0,honor hybrid optimization for non convex regularized problems,2015.0,"['Pinghua Gong', 'Jieping Ye']",,,-21.141,HONOR: Hybrid Optimization for NOn-convex Regularized problems
47,"[{'AfId': 99065089, 'AuN': 'xiaozhi chen', 'AfN': 'tsinghua university', 'AuId': 2134145320}, {'AfId': 185261750, 'AuN': 'kaustav kundu', 'AfN': 'university of toronto', 'AuId': 2124590640}, {'AfId': 185261750, 'AuN': 'yukun zhu', 'AfN': 'university of toronto', 'AuId': 2127971021}, {'AfId': 185261750, 'AuN': 'andrew g berneshawi', 'AfN': 'university of toronto', 'AuId': 2478547833}, {'AfId': 99065089, 'AuN': 'huimin ma', 'AfN': 'tsinghua university', 'AuId': 2119051707}, {'AfId': 185261750, 'AuN': 'sanja fidler', 'AfN': 'university of toronto', 'AuId': 1973220071}, {'AfId': 185261750, 'AuN': 'raquel urtasun', 'AfN': 'university of toronto', 'AuId': 2291154966}]",143.0,2184393491.0,3d object proposals for accurate object class detection,2015.0,"['Xiaozhi Chen', 'Kaustav Kundu', 'Yukun Zhu', 'Andrew G. Berneshawi', 'Huimin Ma', 'Sanja Fidler', 'Raquel Urtasun']",,,-18.435,3D Object Proposals for Accurate Object Class Detection
48,"[{'AfId': 84218800, 'AuN': 'huasen wu', 'AfN': 'university of california davis', 'AuId': 2114102195}, {'AfId': 157725225, 'AuN': 'r srikant', 'AfN': 'university of illinois at urbana champaign', 'AuId': 1985721919}, {'AfId': 84218800, 'AuN': 'xin liu', 'AfN': 'university of california davis', 'AuId': 2616096743}, {'AfId': 157725225, 'AuN': 'chong jiang', 'AfN': 'university of illinois at urbana champaign', 'AuId': 2651999419}]",14.0,1702271787.0,algorithms with logarithmic or sublinear regret for constrained contextual bandits,2015.0,"['Huasen Wu', 'R. Srikant', 'Xin Liu', 'Chong Jiang']",,,-19.924,Algorithms with Logarithmic or Sublinear Regret for  Constrained Contextual Bandits
