,AA,CC,Id,Ti,Y,authors,error,json,logprob,paper
10,"[{'AfId': 84884186, 'AuN': 'chris j oates', 'AfN': 'newcastle university', 'AuId': 2753369815}, {'AfId': 183935753, 'AuN': 'steven niederer', 'AfN': 'king s college london', 'AuId': 2022122440}, {'AfId': 183935753, 'AuN': 'angela w c lee', 'AfN': 'king s college london', 'AuId': 2639140890}, {'AfId': 39555362, 'AuN': 'francoisxavier briol', 'AfN': 'university of warwick', 'AuId': 2336817648}, {'AfId': 47508984, 'AuN': 'mark a girolami', 'AfN': 'imperial college london', 'AuId': 2139051431}]",0.0,2608260345.0,probabilistic models for integration error in the assessment of functional cardiac models,2017.0,"['Chris Oates', 'Steven Niederer', 'Angela Lee', 'François-Xavier Briol', 'Mark Girolami']",,,-21.594,Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models
11,"[{'AfId': 5124864, 'AuN': 'peva blanchard', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2154008021}, {'AfId': 5124864, 'AuN': 'el mahdi el mhamdi', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2331501475}, {'AfId': 5124864, 'AuN': 'rachid guerraoui', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 115057321}, {'AfId': 5124864, 'AuN': 'julien stainer', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2011053336}]",2.0,2752689052.0,machine learning with adversaries byzantine tolerant gradient descent,2017.0,"['Peva Blanchard', 'El Mahdi El Mhamdi', 'Rachid Guerraoui', 'Julien Stainer']",,,-20.282,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent
12,"[{'AfId': 5124864, 'AuN': 'el mahdi el mhamdi', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2331501475}, {'AfId': 5124864, 'AuN': 'rachid guerraoui', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 115057321}, {'AfId': 5124864, 'AuN': 'hadrien hendrikx', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2606700977}, {'AfId': 5124864, 'AuN': 'alexandre maurer', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2056477585}]",1.0,2620938791.0,dynamic safe interruptibility for decentralized multi agent reinforcement learning,2017.0,"['El Mahdi El Mhamdi', 'Rachid Guerraoui', 'Hadrien Hendrikx', 'Alexandre Maurer']",,,-21.324,Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning
13,"[{'AfId': 32971472, 'AuN': 'lin chen', 'AfN': 'yale university', 'AuId': 2689354783}, {'AfId': 35440088, 'AuN': 'andreas krause', 'AfN': 'eth zurich', 'AuId': 2165121431}, {'AfId': 32971472, 'AuN': 'amin karbasi', 'AfN': 'yale university', 'AuId': 2110010733}]",0.0,2751899817.0,interactive submodular bandit,2017.0,"['Lin Chen', 'Andreas Krause', 'Amin Karbasi']",,,-20.892,Interactive Submodular Bandit
14,"[{'AfId': 63966007, 'AuN': 'jiajun wu', 'AfN': 'massachusetts institute of technology', 'AuId': 2567545693}, {'AfId': 40120149, 'AuN': 'erika lu', 'AfN': 'university of oxford', 'AuId': 2753431732}, {'AfId': 1290206253, 'AuN': 'pushmeet kohli', 'AfN': 'microsoft', 'AuId': 2141745054}, {'AfId': 74973139, 'AuN': 'bill freeman', 'AfN': 'carnegie mellon university', 'AuId': 2108608352}, {'AfId': 63966007, 'AuN': 'josh tenenbaum', 'AfN': 'massachusetts institute of technology', 'AuId': 2491818998}]",4.0,2769257693.0,learning to see physics via visual de animation,2017.0,"['Jiajun Wu', 'Erika Lu', 'Pushmeet Kohli', 'Bill Freeman', 'Josh Tenenbaum']",,,-20.391,Learning to See Physics via Visual De-animation
15,"[{'AfId': 97018004, 'AuN': 'zelun luo', 'AfN': 'stanford university', 'AuId': 2306319420}, {'AfId': 859038795, 'AuN': 'yuliang zou', 'AfN': 'virginia tech', 'AuId': 2751943923}, {'AfId': 95457486, 'AuN': 'judy hoffman', 'AfN': 'university of california berkeley', 'AuId': 2129908635}, {'AfId': 97018004, 'AuN': 'l feifei', 'AfN': 'stanford university', 'AuId': 2769186968}]",0.0,2751531187.0,label efficient learning of transferable representations acrosss domains and tasks,2017.0,"['Zelun Luo', 'Yuliang Zou', 'Judy Hoffman', 'Li F. Fei-Fei']",,,-20.746,Label Efficient Learning of Transferable Representations acrosss Domains and Tasks
16,"[{'AfId': 1290206253, 'AuN': 'di he', 'AfN': 'microsoft', 'AuId': 2619823137}, {'AfId': 76130692, 'AuN': 'hanqing lu', 'AfN': 'zhejiang university', 'AuId': 2752583995}, {'AfId': 126520041, 'AuN': 'yingce xia', 'AfN': 'university of science and technology of china', 'AuId': 2110275676}, {'AfId': 1290206253, 'AuN': 'tao qin', 'AfN': 'microsoft', 'AuId': 2229075028}, {'AfId': 20231570, 'AuN': 'liwei wang', 'AfN': 'peking university', 'AuId': 2468122884}, {'AfId': 1290206253, 'AuN': 'tieyan liu', 'AfN': 'microsoft', 'AuId': 2108341226}]",2.0,2751527518.0,decoding with value networks for neural machine translation,2017.0,"['Di He', 'Hanqing Lu', 'Yingce Xia', 'Tao Qin', 'Liwei Wang', 'Tieyan Liu']",,,-20.825,Decoding with Value Networks for Neural Machine Translation
17,"[{'AfId': 20089843, 'AuN': 'haotian pang', 'AfN': 'princeton university', 'AuId': 2285816794}, {'AfId': 130701444, 'AuN': 'tuo zhao', 'AfN': 'georgia institute of technology', 'AuId': 2306900094}, {'AfId': 2250653659, 'AuN': 'han liu', 'AfN': 'tencent', 'AuId': 2780613750}, {'AfId': 20089843, 'AuN': 'robert j vanderbei', 'AfN': 'princeton university', 'AuId': 160571302}]",0.0,2751954243.0,parametric simplex method for sparse learning,2017.0,"['Haotian Pang', 'Han Liu', 'Robert J. Vanderbei', 'Tuo Zhao']",,,-20.646,Parametric Simplex Method for Sparse Learning
18,"[{'AfId': 170201317, 'AuN': 'hong chen', 'AfN': 'university of pittsburgh', 'AuId': 2752745569}, {'AfId': 170201317, 'AuN': 'xiaoqian wang', 'AfN': 'university of pittsburgh', 'AuId': 2149602155}, {'AfId': 189196454, 'AuN': 'heng huang', 'AfN': 'university of texas at arlington', 'AuId': 2137533801}]",1.0,2752701589.0,group sparse additive machine,2017.0,"['Hong Chen', 'Xiaoqian Wang', 'Cheng Deng', 'Heng Huang']",,,-21.097,Group Sparse Additive Machine
19,"[{'AfId': 241749, 'AuN': 'adrian weller', 'AfN': 'university of cambridge', 'AuId': 2111050734}, {'AfId': 241749, 'AuN': 'mark rowland', 'AfN': 'university of cambridge', 'AuId': 2608686488}]",0.0,2750677016.0,uprooting and rerooting higher order graphical models,2017.0,"['Mark Rowland', 'Adrian Weller']",,,-21.042,Uprooting and Rerooting Higher-Order Graphical Models
20,"[{'AfId': 78577930, 'AuN': 'krzysztof choromanski', 'AfN': 'columbia university', 'AuId': 1367283633}, {'AfId': 241749, 'AuN': 'mark rowland', 'AfN': 'university of cambridge', 'AuId': 2608686488}, {'AfId': 241749, 'AuN': 'adrian weller', 'AfN': 'university of cambridge', 'AuId': 2111050734}]",1.0,2752892152.0,the unreasonable effectiveness of structured random orthogonal embeddings,2017.0,"['Krzysztof M. Choromanski', 'Mark Rowland', 'Adrian Weller']",,,-20.713,The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings
21,"[{'AfId': 149899117, 'AuN': 'muhammad bilal zafar', 'AfN': 'max planck society', 'AuId': 2117174536}, {'AfId': 149899117, 'AuN': 'isabel valera', 'AfN': 'max planck society', 'AuId': 2096884534}, {'AfId': 149899117, 'AuN': 'manuel gomez rodriguez', 'AfN': 'max planck society', 'AuId': 2421855118}, {'AfId': 149899117, 'AuN': 'krishna p gummadi', 'AfN': 'max planck society', 'AuId': 1982116827}, {'AfId': 241749, 'AuN': 'adrian weller', 'AfN': 'university of cambridge', 'AuId': 2111050734}]",1.0,2732560823.0,from parity to preference based notions of fairness in classification,2017.0,"['Muhammad Bilal Zafar', 'Isabel Valera', 'Manuel Rodriguez', 'Krishna Gummadi', 'Adrian Weller']",,,-20.503,From Parity to Preference-based Notions of Fairness in Classification
22,"[{'AfId': 97018004, 'AuN': 'paroma varma', 'AfN': 'stanford university', 'AuId': 2516219329}, {'AfId': 97018004, 'AuN': 'bryan d he', 'AfN': 'stanford university', 'AuId': 2222592563}, {'AfId': 97018004, 'AuN': 'payal bajaj', 'AfN': 'stanford university', 'AuId': 2751613059}, {'AuN': 'nishith khandwala', 'AuId': 2753193446}, {'AfId': 97018004, 'AuN': 'christopher re', 'AfN': 'stanford university', 'AuId': 2156135343}]",1.0,2753688405.0,inferring generative model structure with static analysis,2017.0,"['Paroma Varma', 'Bryan D. He', 'Payal Bajaj', 'Nishith Khandwala', 'Imon Banerjee', 'Daniel Rubin', 'Christopher Ré']",,,-20.604,Inferring Generative Model Structure with Static Analysis
23,"[{'AfId': 78577930, 'AuN': 'maja r rudolph', 'AfN': 'columbia university', 'AuId': 2257761888}, {'AfId': 78577930, 'AuN': 'francisco j r ruiz', 'AfN': 'columbia university', 'AuId': 2584726834}, {'AfId': 78577930, 'AuN': 'david m blei', 'AfN': 'columbia university', 'AuId': 2289542319}]",1.0,2750996137.0,structured embedding models for grouped data,2017.0,"['Maja Rudolph', 'Francisco Ruiz', 'Susan Athey', 'David Blei']",,,-20.333,Structured Embedding Models for Grouped Data
24,"[{'AfId': 45129253, 'AuN': 'wittawat jitkrittum', 'AfN': 'university college london', 'AuId': 1918368897}, {'AuN': 'wenkai xu', 'AuId': 2665574670}, {'AfId': 142476485, 'AuN': 'zoltan szabo', 'AfN': 'ecole polytechnique', 'AuId': 2761327891}, {'AfId': 149899117, 'AuN': 'kenji fukumizu', 'AfN': 'max planck society', 'AuId': 167589996}, {'AfId': 45129253, 'AuN': 'arthur gretton', 'AfN': 'university college london', 'AuId': 2468960519}]",0.0,2619667594.0,a linear time kernel goodness of fit test,2017.0,"['Wittawat Jitkrittum', 'Wenkai Xu', 'Zoltan Szabo', 'Kenji Fukumizu', 'Arthur Gretton']",,,-21.838,A Linear-Time Kernel Goodness-of-Fit Test
25,"[{'AfId': 40120149, 'AuN': 'rui ponte costa', 'AfN': 'university of oxford', 'AuId': 2422680465}, {'AuN': 'ioannis alexandros m assael', 'AuId': 2751676638}, {'AfId': 40120149, 'AuN': 'brendan shillingford', 'AfN': 'university of oxford', 'AuId': 2556363682}, {'AfId': 40120149, 'AuN': 'nando de freitas', 'AfN': 'university of oxford', 'AuId': 2112824674}, {'AfId': 40120149, 'AuN': 'tim p vogels', 'AfN': 'university of oxford', 'AuId': 2125967518}]",4.0,2753093910.0,cortical microcircuits as gated recurrent neural networks,2017.0,"['Rui Costa', 'Ioannis Alexandros Assael', 'Brendan Shillingford', 'Nando de Freitas', 'TIm Vogels']",,,-20.682,Cortical microcircuits as gated-recurrent neural networks
26,"[{'AfId': 135310074, 'AuN': 'cong han lim', 'AfN': 'university of wisconsin madison', 'AuId': 2162669600}, {'AfId': 135310074, 'AuN': 'stephen j wright', 'AfN': 'university of wisconsin madison', 'AuId': 2167218018}]",0.0,2753855134.0,k support and ordered weighted sparsity for overlapping groups hardness and algorithms,2017.0,"['Cong Han Lim', 'Stephen Wright']",,,-20.599,k-Support and Ordered Weighted Sparsity for Overlapping Groups: Hardness and Algorithms
27,"[{'AfId': 94234084, 'AuN': 'nisheeth srivastava', 'AfN': 'indian institute of technology kanpur', 'AuId': 2162828272}, {'AfId': 36258959, 'AuN': 'edward vul', 'AfN': 'university of california san diego', 'AuId': 1653413308}]",1.0,2750990785.0,a simple model of recognition and recall memory,2017.0,"['Nisheeth Srivastava', 'Edward Vul']",,,-20.915,A simple model of recognition and recall memory
28,"[{'AfId': 118501908, 'AuN': 'anton osokin', 'AfN': 'national research university higher school of economics', 'AuId': 2127055272}, {'AfId': 29607241, 'AuN': 'francis r bach', 'AfN': 'ecole normale superieure', 'AuId': 2121310506}, {'AfId': 29607241, 'AuN': 'simon lacostejulien', 'AfN': 'ecole normale superieure', 'AuId': 2302858353}]",3.0,2593397662.0,on structured prediction theory with calibrated convex surrogate losses,2017.0,"['Anton Osokin', 'Francis Bach', 'Simon Lacoste-Julien']",,,-20.868,On Structured Prediction Theory with Calibrated Convex Surrogate Losses
29,"[{'AfId': 130701444, 'AuN': 'jiasen lu', 'AfN': 'georgia institute of technology', 'AuId': 2288290430}, {'AfId': 1290206253, 'AuN': 'anitha kannan', 'AfN': 'microsoft', 'AuId': 2146153601}, {'AfId': 130701444, 'AuN': 'jianwei yang', 'AfN': 'georgia institute of technology', 'AuId': 2311414689}, {'AfId': 130701444, 'AuN': 'dhruv batra', 'AfN': 'georgia institute of technology', 'AuId': 2098683697}, {'AfId': 130701444, 'AuN': 'devi parikh', 'AfN': 'georgia institute of technology', 'AuId': 2223275083}]",2.0,2622980782.0,best of both worlds transferring knowledge from discriminative learning to a generative visual dialog model,2017.0,"['Jiasen Lu', 'Anitha Kannan', 'Jianwei Yang', 'Devi Parikh', 'Dhruv Batra']",,,-21.433,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model
30,"[{'AfId': 157725225, 'AuN': 'yuanting hu', 'AfN': 'university of illinois at urbana champaign', 'AuId': 2620141254}, {'AfId': 859038795, 'AuN': 'jiabin huang', 'AfN': 'virginia tech', 'AuId': 2129541952}, {'AfId': 157725225, 'AuN': 'alexander g schwing', 'AfN': 'university of illinois at urbana champaign', 'AuId': 1248235887}]",2.0,2752178914.0,maskrnn instance level video object segmentation,2017.0,"['Yuan-Ting Hu', 'Jia-Bin Huang', 'Alexander Schwing']",,,-21.164,MaskRNN: Instance Level Video Object Segmentation
31,"[{'AfId': 139759216, 'AuN': 'jianfeng wang', 'AfN': 'beijing university of posts and telecommunications', 'AuId': 2752811427}, {'AfId': 99065089, 'AuN': 'xiaolin hu', 'AfN': 'tsinghua university', 'AuId': 2780822073}]",0.0,2752225195.0,gated recurrent convolution neural network for ocr,2017.0,"['Jianfeng Wang', 'Xiaolin Hu']",,,-21.45,Gated Recurrent Convolution Neural Network for OCR
32,"[{'AuN': 'wei pan', 'AuId': 2751306824}, {'AuN': 'xiaofan lin', 'AuId': 2753443311}, {'AuN': 'cong zhao', 'AuId': 2752056329}]",3.0,2753301142.0,towards accurate binary convolutional neural network,2017.0,"['Xiaofan Lin', 'Cong Zhao', 'Wei Pan']",,,-20.787,Towards Accurate Binary Convolutional Neural Network
33,"[{'AfId': 156087764, 'AuN': 'weisheng lai', 'AfN': 'university of california merced', 'AuId': 2724218609}, {'AfId': 859038795, 'AuN': 'jiabin huang', 'AfN': 'virginia tech', 'AuId': 2129541952}, {'AfId': 156087764, 'AuN': 'minghsuan yang', 'AfN': 'university of california merced', 'AuId': 2112462370}]",0.0,2750704532.0,semi supervised learning for optical flow with generative adversarial networks,2017.0,"['Wei-Sheng Lai', 'Jia-Bin Huang', 'Ming-Hsuan Yang']",,,-20.809,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks
34,"[{'AfId': 95457486, 'AuN': 'abhishek kar', 'AfN': 'university of california berkeley', 'AuId': 2580518003}, {'AfId': 95457486, 'AuN': 'jitendra malik', 'AfN': 'university of california berkeley', 'AuId': 2136556746}, {'AfId': 95457486, 'AuN': 'christian hane', 'AfN': 'university of california berkeley', 'AuId': 2117191947}]",8.0,2748099314.0,learning a multi view stereo machine,2017.0,"['Abhishek Kar', 'Christian Häne', 'Jitendra Malik']",,,-19.673,Learning a Multi-View Stereo Machine
35,"[{'AfId': 5124864, 'AuN': 'jonathan scarlett', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2158423587}, {'AfId': 5124864, 'AuN': 'volkan cevher', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 162253719}]",0.0,2752974442.0,phase transitions in the pooled data problem,2017.0,"['Jonathan Scarlett', 'Volkan Cevher']",,,-21.055,Phase Transitions in the Pooled Data Problem
36,"[{'AfId': 156087764, 'AuN': 'yijun li', 'AfN': 'university of california merced', 'AuId': 2564536419}, {'AfId': 1306409833, 'AuN': 'chen fang', 'AfN': 'adobe systems', 'AuId': 2114560125}, {'AfId': 1306409833, 'AuN': 'jimei yang', 'AfN': 'adobe systems', 'AuId': 2144172807}, {'AfId': 1306409833, 'AuN': 'zhaowen wang', 'AfN': 'adobe systems', 'AuId': 2146603806}, {'AfId': 1306409833, 'AuN': 'xin lu', 'AfN': 'adobe systems', 'AuId': 2523929249}, {'AfId': 156087764, 'AuN': 'minghsuan yang', 'AfN': 'university of california merced', 'AuId': 2112462370}]",7.0,2617602381.0,universal style transfer via feature transforms,2017.0,"['Yijun Li', 'Chen Fang', 'Jimei Yang', 'Zhaowen Wang', 'Xin Lu', 'Ming-Hsuan Yang']",,,-20.592,Universal Style Transfer via Feature Transforms
37,"[{'AfId': 1283155146, 'AuN': 'iku ohama', 'AfN': 'panasonic', 'AuId': 1262757470}, {'AfId': 74801974, 'AuN': 'issei sato', 'AfN': 'university of tokyo', 'AuId': 2148390776}, {'AfId': 205349734, 'AuN': 'takuya kida', 'AfN': 'hokkaido university', 'AuId': 2192208057}, {'AfId': 205349734, 'AuN': 'hiroki arimura', 'AfN': 'hokkaido university', 'AuId': 2018050652}]",0.0,2751730423.0,on the model shrinkage effect of gamma process edge partition models,2017.0,"['Iku Ohama', 'Issei Sato', 'Takuya Kida', 'Hiroki Arimura']",,,-22.061,On the Model Shrinkage Effect of Gamma Process Edge Partition Models
38,"[{'AfId': 99464096, 'AuN': 'liqian ma', 'AfN': 'katholieke universiteit leuven', 'AuId': 2720766680}, {'AfId': 99464096, 'AuN': 'xu jia', 'AfN': 'katholieke universiteit leuven', 'AuId': 2239237045}, {'AfId': 20231570, 'AuN': 'qianru sun', 'AfN': 'peking university', 'AuId': 2115739112}, {'AfId': 149899117, 'AuN': 'bernt schiele', 'AfN': 'max planck society', 'AuId': 1620943014}, {'AfId': 99464096, 'AuN': 'tinne tuytelaars', 'AfN': 'katholieke universiteit leuven', 'AuId': 1965883356}, {'AfId': 99464096, 'AuN': 'luc van gool', 'AfN': 'katholieke universiteit leuven', 'AuId': 2103920730}]",4.0,2617297150.0,pose guided person image generation,2017.0,"['Liqian Ma', 'Xu Jia', 'Qianru Sun', 'Bernt Schiele', 'Tinne Tuytelaars', 'Luc Van Gool']",,,-20.32,Pose Guided Person Image Generation
39,"[{'AfId': 1290206253, 'AuN': 'murat a erdogdu', 'AfN': 'microsoft', 'AuId': 2753218720}, {'AfId': 63966007, 'AuN': 'yash deshpande', 'AfN': 'massachusetts institute of technology', 'AuId': 2039630069}, {'AfId': 97018004, 'AuN': 'andrea montanari', 'AfN': 'stanford university', 'AuId': 2338117446}]",0.0,2751083812.0,inference in graphical models via semidefinite programming hierarchies,2017.0,"['Murat A. Erdogdu', 'Yash Deshpande', 'Andrea Montanari']",,,-21.34,Inference in Graphical Models via Semidefinite Programming Hierarchies
40,"[{'AfId': 161318765, 'AuN': 'arash a amini', 'AfN': 'university of california los angeles', 'AuId': 2713311714}, {'AfId': 161318765, 'AuN': 'seyed jalil kazemitabar', 'AfN': 'university of california los angeles', 'AuId': 2753672492}, {'AfId': 1291425158, 'AuN': 'adam bloniarz', 'AfN': 'google', 'AuId': 2134006035}, {'AfId': 161318765, 'AuN': 'ameet talwalkar', 'AfN': 'university of california los angeles', 'AuId': 2042309534}]",0.0,2750812801.0,variable importance using decision trees,2017.0,"['Jalil Kazemitabar', 'Arash Amini', 'Adam Bloniarz', 'Ameet S. Talwalkar']",,,-21.065,Variable Importance Using Decision Trees
41,"[{'AuN': 'sekitoshi kanai', 'AuId': 2751602428}, {'AfId': 2251713219, 'AuN': 'yasuhiro fujiwara', 'AfN': 'nippon telegraph and telephone', 'AuId': 2157865440}, {'AfId': 2251713219, 'AuN': 'sotetsu iwamura', 'AfN': 'nippon telegraph and telephone', 'AuId': 2722870242}]",1.0,2752813595.0,preventing gradient explosions in gated recurrent units,2017.0,"['Sekitoshi Kanai', 'Yasuhiro Fujiwara', 'Sotetsu Iwamura']",,,-21.373,Preventing Gradient Explosions in Gated Recurrent Units
42,"[{'AfId': 74973139, 'AuN': 'simon s du', 'AfN': 'carnegie mellon university', 'AuId': 2335859346}, {'AfId': 74973139, 'AuN': 'yining wang', 'AfN': 'carnegie mellon university', 'AuId': 2143687321}, {'AfId': 74973139, 'AuN': 'aarti singh', 'AfN': 'carnegie mellon university', 'AuId': 2103999387}]",1.0,2590359093.0,on the power of truncated svd for general high rank matrix estimation problems,2017.0,"['Simon S. Du', 'Yining Wang', 'Aarti Singh']",,,-21.769,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems
